epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,688.449,0.83681,0.4123,0.9646,0.98927,1,0.995,0.78813,0.93362,0.36114,0.9346,0.000660341,0.000660341,0.000660341
165,692.947,0.86875,0.40762,1.0213,0.99057,1,0.995,0.75219,0.98679,0.36655,0.96514,0.000655625,0.000655625,0.000655625
166,697.116,0.795,0.38025,0.96957,0.9949,1,0.995,0.73478,1.01464,0.38084,0.98212,0.000650909,0.000650909,0.000650909
167,701.225,0.8309,0.39302,0.94375,0.99299,1,0.995,0.76524,0.96004,0.37715,0.95596,0.000646194,0.000646194,0.000646194
168,705.322,0.81087,0.40723,0.93255,0.99091,1,0.995,0.74706,1.02101,0.40188,0.96251,0.000641478,0.000641478,0.000641478
169,709.437,0.8204,0.38443,0.94394,0.99077,1,0.995,0.75343,0.98554,0.39328,0.94916,0.000636762,0.000636762,0.000636762
170,713.602,0.7813,0.38764,0.92926,0.99571,1,0.995,0.77598,0.9657,0.38115,0.94356,0.000632047,0.000632047,0.000632047
171,717.736,0.77622,0.38811,0.93734,0.99555,1,0.995,0.78192,0.92222,0.35306,0.93992,0.000627331,0.000627331,0.000627331
172,721.876,0.81692,0.3929,0.92456,0.9937,1,0.995,0.77805,0.90261,0.36121,0.93053,0.000622615,0.000622615,0.000622615
173,725.969,0.7993,0.39338,0.94381,0.99125,1,0.995,0.73345,0.95375,0.38279,0.94468,0.0006179,0.0006179,0.0006179
174,730.101,0.77397,0.38422,0.93704,0.99341,1,0.995,0.74816,0.90765,0.37763,0.92959,0.000613184,0.000613184,0.000613184
175,734.136,0.80351,0.4027,0.95995,0.99357,1,0.995,0.75051,0.94224,0.38303,0.93499,0.000608468,0.000608468,0.000608468
176,738.183,0.79383,0.38585,0.92112,0.99012,1,0.995,0.76189,0.96737,0.36543,0.94414,0.000603752,0.000603752,0.000603752
177,742.158,0.81409,0.40494,0.95872,0.99317,1,0.995,0.77214,0.96392,0.35921,0.9471,0.000599037,0.000599037,0.000599037
178,746.115,0.74688,0.36229,0.9492,0.99188,1,0.995,0.77761,0.87954,0.33902,0.92461,0.000594321,0.000594321,0.000594321
179,749.982,0.82621,0.40329,0.96832,0.98756,1,0.995,0.76154,0.9678,0.35758,0.96471,0.000589605,0.000589605,0.000589605
180,753.957,0.78518,0.38315,0.93744,0.97817,0.99789,0.995,0.76844,0.93688,0.3734,0.95371,0.00058489,0.00058489,0.00058489
181,758.098,0.80802,0.39889,0.9375,0.99093,1,0.995,0.78121,0.94151,0.35769,0.94544,0.000580174,0.000580174,0.000580174
182,762.217,0.80513,0.38794,0.95492,0.99094,1,0.995,0.7549,1.014,0.36365,0.97352,0.000575458,0.000575458,0.000575458
183,766.24,0.7732,0.38511,0.93152,0.98794,1,0.995,0.77755,0.94626,0.36212,0.93546,0.000570743,0.000570743,0.000570743
184,770.294,0.7543,0.38454,0.94887,0.98743,1,0.995,0.76218,1.02568,0.39641,0.96689,0.000566027,0.000566027,0.000566027
185,774.388,0.73398,0.39902,0.94338,0.96524,0.98863,0.995,0.78293,0.93012,0.41094,0.94143,0.000561311,0.000561311,0.000561311
186,778.605,0.79353,0.39385,0.95997,0.96192,1,0.995,0.77947,0.92083,0.38655,0.93111,0.000556595,0.000556595,0.000556595
187,782.719,0.80207,0.38429,0.93414,0.98188,1,0.995,0.7136,1.11118,0.40747,1.0024,0.00055188,0.00055188,0.00055188
188,786.856,0.82402,0.3894,0.95233,0.99292,1,0.995,0.74756,1.00051,0.3655,0.93839,0.000547164,0.000547164,0.000547164
189,790.854,0.78045,0.36911,0.96477,0.98994,1,0.995,0.77139,0.95438,0.36305,0.92459,0.000542448,0.000542448,0.000542448
